chr	anotation	type	start	end	score	strand	frame	gene	attribute
3	Araport11	gene	10491767	10492558	.	-	.	AT3G05445	long_noncoding_rna
3	Araport11	gene	1573909	1576418	.	-	.	AT3G05450	protein_coding
3	Araport11	gene	10530285	10530498	.	-	.	AT3G05455	long_noncoding_rna
3	Araport11	gene	1577790	1578788	.	+	.	AT3G05460	protein_coding
3	Araport11	gene	10544597	10545036	.	-	.	AT3G05465	long_noncoding_rna
3	Araport11	gene	1579419	1583073	.	-	.	AT3G05470	protein_coding
3	Araport11	gene	10558964	10559262	.	-	.	AT3G05475	long_noncoding_rna
3	Araport11	gene	1585272	1589292	.	+	.	AT3G05480	protein_coding
3	Araport11	gene	10559239	10559565	.	+	.	AT3G05485	long_noncoding_rna
3	Araport11	gene	1591115	1593047	.	+	.	AT3G05490	protein_coding
3	Araport11	gene	10620030	10620626	.	+	.	AT3G05495	long_noncoding_rna
3	Araport11	gene	1593182	1595099	.	+	.	AT3G05500	protein_coding
3	Araport11	gene	10683394	10683661	.	+	.	AT3G05505	long_noncoding_rna
3	Araport11	gene	1595196	1598344	.	+	.	AT3G05510	protein_coding
3	Araport11	gene	1598449	1601437	.	+	.	AT3G05520	protein_coding
3	Araport11	gene	1601338	1601409	72	-	.	AT3G05525	pre_trna
3	Araport11	gene	1603359	1606243	.	+	.	AT3G05530	protein_coding
3	Araport11	gene	10712372	10712750	.	+	.	AT3G05535	long_noncoding_rna
3	Araport11	gene	1606487	1608030	.	-	.	AT3G05540	protein_coding
3	Araport11	gene	1609050	1612607	.	+	.	AT3G05545	protein_coding
3	Araport11	gene	1612690	1614027	.	+	.	AT3G05550	protein_coding
3	Araport11	gene	10750713	10750916	.	+	.	AT3G05555	long_noncoding_rna
3	Araport11	gene	1614178	1615563	.	+	.	AT3G05560	protein_coding
3	Araport11	gene	1616102	1617339	.	-	.	AT3G05570	protein_coding
3	Araport11	gene	10894737	10894948	.	-	.	AT3G05575	antisense_long_noncoding_rna
3	Araport11	gene	1617599	1620702	.	-	.	AT3G05580	protein_coding
3	Araport11	gene	10906539	10906806	.	+	.	AT3G05585	long_noncoding_rna
3	Araport11	gene	1621355	1623052	.	+	.	AT3G05590	protein_coding
3	Araport11	gene	10930193	10930628	.	+	.	AT3G05595	long_noncoding_rna
3	Araport11	gene	1623244	1624852	.	-	.	AT3G05600	protein_coding
3	Araport11	gene	10951458	10951757	.	-	.	AT3G05605	long_noncoding_rna
3	Araport11	gene	1625528	1628175	.	-	.	AT3G05610	protein_coding
3	Araport11	gene	1629488	1631818	.	-	.	AT3G05620	protein_coding
3	Araport11	gene	1632213	1634205	.	+	.	AT3G05625	protein_coding
3	Araport11	gene	1635194	1640357	.	+	.	AT3G05630	protein_coding
3	Araport11	gene	10964269	10964716	.	-	.	AT3G05635	long_noncoding_rna
3	Araport11	gene	1640350	1643253	.	-	.	AT3G05640	protein_coding
3	Araport11	gene	10992533	10992781	.	+	.	AT3G05645	long_noncoding_rna
3	Araport11	gene	1644882	1648742	.	-	.	AT3G05650	protein_coding
3	Araport11	gene	11035510	11035723	.	-	.	AT3G05655	long_noncoding_rna
3	Araport11	gene	1648843	1652149	.	-	.	AT3G05660	protein_coding
3	Araport11	gene	11064608	11064828	.	-	.	AT3G05665	long_noncoding_rna
3	Araport11	gene	1653264	1657222	.	+	.	AT3G05670	protein_coding
3	Araport11	gene	1657758	1660429	.	-	.	AT3G05675	protein_coding
3	Araport11	gene	1660523	1672608	.	-	.	AT3G05680	protein_coding
3	Araport11	gene	1673015	1674908	.	-	.	AT3G05685	protein_coding
3	Araport11	gene	1676504	1679061	.	-	.	AT3G05690	protein_coding
3	Araport11	gene	11087994	11088335	.	+	.	AT3G05695	long_noncoding_rna
3	Araport11	gene	1681817	1684597	.	-	.	AT3G05700	protein_coding
3	Araport11	gene	11107628	11107832	.	+	.	AT3G05705	long_noncoding_rna
3	Araport11	gene	1684946	1687664	.	+	.	AT3G05710	protein_coding
3	Araport11	gene	11154243	11154343	109	+	.	AT3G05715	small_nucleolar_rna
3	Araport11	gene	1687583	1691821	.	-	.	AT3G05720	protein_coding
3	Araport11	gene	1692510	1693378	.	+	.	AT3G05725	protein_coding
3	Araport11	gene	1693548	1694140	.	+	.	AT3G05727	protein_coding
3	Araport11	gene	1695156	1696708	.	+	.	AT3G05730	protein_coding
3	Araport11	gene	11368423	11369053	.	+	.	AT3G05735	long_noncoding_rna
3	Araport11	gene	1698079	1701467	.	+	.	AT3G05740	protein_coding
3	Araport11	gene	1701378	1702180	.	-	.	AT3G05741	protein_coding
3	Araport11	gene	11388892	11389208	.	-	.	AT3G05745	long_noncoding_rna
3	Araport11	gene	1703250	1703611	.	+	.	AT3G05746	protein_coding
3	Araport11	gene	1703850	1707730	.	+	.	AT3G05750	protein_coding
3	Araport11	gene	1707738	1707809	72	-	.	AT3G05755	pre_trna
3	Araport11	gene	1707797	1710038	.	+	.	AT3G05760	protein_coding
3	Araport11	gene	11392085	11392495	.	+	.	AT3G05765	long_noncoding_rna
3	Araport11	gene	1710013	1712225	.	-	.	AT3G05770	protein_coding
3	Araport11	gene	1714041	1714822	.	-	.	AT3G05775	protein_coding
3	Araport11	gene	1714941	1719608	.	-	.	AT3G05780	protein_coding
3	Araport11	gene	11413616	11414109	.	+	.	AT3G05785	long_noncoding_rna
3	Araport11	gene	1719958	1725268	.	-	.	AT3G05790	protein_coding
3	Araport11	gene	11414933	11415215	.	-	.	AT3G05795	long_noncoding_rna
3	Araport11	gene	1727151	1728365	.	+	.	AT3G05800	protein_coding
3	Araport11	gene	11438808	11439051	.	+	.	AT3G05805	long_noncoding_rna
3	Araport11	gene	1730966	1732656	.	-	.	AT3G05810	protein_coding
3	Araport11	gene	11450096	11450334	.	-	.	AT3G05815	long_noncoding_rna
3	Araport11	gene	1732988	1735765	.	-	.	AT3G05820	protein_coding
3	Araport11	gene	11450871	11451168	.	-	.	AT3G05825	long_noncoding_rna
3	Araport11	gene	1736307	1738749	.	+	.	AT3G05830	protein_coding
3	Araport11	gene	1738791	1738864	74	+	.	AT3G05835	pre_trna
3	Araport11	gene	1739777	1743163	.	+	.	AT3G05840	protein_coding
3	Araport11	gene	11470491	11470833	.	+	.	AT3G05845	long_noncoding_rna
3	Araport11	gene	1743413	1746785	.	-	.	AT3G05850	protein_coding
3	Araport11	gene	11471207	11471540	.	+	.	AT3G05855	long_noncoding_rna
3	Araport11	gene	1749342	1749970	.	+	.	AT3G05858	protein_coding
3	Araport11	gene	1751385	1752407	.	-	.	AT3G05860	protein_coding
3	Araport11	gene	1753289	1755631	.	+	.	AT3G05870	protein_coding
3	Araport11	gene	1755497	1756924	.	-	.	AT3G05880	protein_coding
3	Araport11	gene	11480458	11481114	.	+	.	AT3G05885	long_noncoding_rna
3	Araport11	gene	1757440	1758807	.	-	.	AT3G05890	protein_coding
3	Araport11	gene	11483804	11484558	.	-	.	AT3G05895	long_noncoding_rna
3	Araport11	gene	1761205	1763984	.	-	.	AT3G05900	protein_coding
3	Araport11	gene	1760905	1764212	.	+	.	AT3G05905	antisense_long_noncoding_rna
3	Araport11	gene	1764253	1767843	.	-	.	AT3G05910	protein_coding
3	Araport11	gene	11486819	11487023	.	+	.	AT3G05915	long_noncoding_rna
3	Araport11	gene	1768779	1769806	.	-	.	AT3G05920	protein_coding
3	Araport11	gene	11487212	11487529	.	-	.	AT3G05925	long_noncoding_rna
3	Araport11	gene	1770337	1771409	.	+	.	AT3G05930	protein_coding
3	Araport11	gene	1770239	1773461	.	-	.	AT3G05932	antisense_long_noncoding_rna
3	Araport11	gene	1770911	1773461	.	-	.	AT3G05935	protein_coding
3	Araport11	gene	1773812	1774594	.	-	.	AT3G05936	protein_coding
3	Araport11	gene	1775766	1776840	.	-	.	AT3G05937	protein_coding
3	Araport11	gene	1777213	1780254	.	-	.	AT3G05940	protein_coding
3	Araport11	gene	11510090	11510510	.	-	.	AT3G05945	long_noncoding_rna
3	Araport11	gene	1780938	1782007	.	-	.	AT3G05950	protein_coding
3	Araport11	gene	11586005	11586548	.	-	.	AT3G05955	long_noncoding_rna
3	Araport11	gene	1783388	1785495	.	-	.	AT3G05960	protein_coding
3	Araport11	gene	11731603	11731912	.	+	.	AT3G05965	long_noncoding_rna
3	Araport11	gene	1786279	1791887	.	-	.	AT3G05970	protein_coding
3	Araport11	gene	1792010	1792745	.	-	.	AT3G05975	protein_coding
3	Araport11	gene	1795145	1796493	.	+	.	AT3G05980	protein_coding
3	Araport11	gene	1796839	1800082	.	-	.	AT3G05990	protein_coding
3	Araport11	gene	11756985	11757424	.	+	.	AT3G05995	long_noncoding_rna
3	Araport11	gene	1801446	1802081	.	+	.	AT3G06000	protein_coding
3	Araport11	gene	1802141	1807530	.	-	.	AT3G06010	protein_coding
3	Araport11	gene	11774736	11775003	.	+	.	AT3G06015	long_noncoding_rna
3	Araport11	gene	1813114	1813224	.	-	.	AT3G06019	protein_coding
3	Araport11	gene	1813164	1814363	.	+	.	AT3G06020	protein_coding
3	Araport11	gene	11897701	11898094	.	-	.	AT3G06025	long_noncoding_rna
3	Araport11	gene	1818732	1822858	.	-	.	AT3G06030	protein_coding
3	Araport11	gene	1822904	1824309	.	-	.	AT3G06035	protein_coding
3	Araport11	gene	1824317	1825740	.	-	.	AT3G06040	protein_coding
3	Araport11	gene	11924935	11925250	.	-	.	AT3G06045	long_noncoding_rna
3	Araport11	gene	1825999	1827917	.	-	.	AT3G06050	protein_coding
3	Araport11	gene	12242269	12242475	.	-	.	AT3G06055	long_noncoding_rna
3	Araport11	gene	1827922	1830469	.	-	.	AT3G06060	protein_coding
3	Araport11	gene	12332271	12332814	.	+	.	AT3G06065	long_noncoding_rna
3	Araport11	gene	1830970	1832190	.	-	.	AT3G06070	protein_coding
3	Araport11	gene	12370753	12371052	.	+	.	AT3G06075	long_noncoding_rna
3	Araport11	gene	1834591	1837988	.	-	.	AT3G06080	protein_coding
3	Araport11	gene	1837623	1838159	.	+	.	AT3G06085	protein_coding
3	Araport11	gene	1840714	1841012	.	+	.	AT3G06090	protein_coding
3	Araport11	gene	12458778	12459124	.	-	.	AT3G06095	long_noncoding_rna
3	Araport11	gene	1841168	1843196	.	-	.	AT3G06100	protein_coding
3	Araport11	gene	1843324	1843394	71	-	.	AT3G06105	pre_trna
3	Araport11	gene	1843413	1845062	.	+	.	AT3G06110	protein_coding
3	Araport11	gene	12560682	12561487	.	+	.	AT3G06115	long_noncoding_rna
3	Araport11	gene	1846442	1848259	.	+	.	AT3G06120	protein_coding
3	Araport11	gene	1848848	1850596	.	+	.	AT3G06125	other_rna
3	Araport11	gene	1852808	1855197	.	-	.	AT3G06130	protein_coding
3	Araport11	gene	12573048	12573307	.	-	.	AT3G06135	long_noncoding_rna
3	Araport11	gene	1856682	1858946	.	-	.	AT3G06140	protein_coding
3	Araport11	gene	1859822	1860797	.	-	.	AT3G06145	protein_coding
3	Araport11	gene	1861759	1864566	.	-	.	AT3G06150	protein_coding
3	Araport11	gene	12574173	12574415	.	-	.	AT3G06155	long_noncoding_rna
3	Araport11	gene	1864273	1867415	.	+	.	AT3G06160	protein_coding
3	Araport11	gene	12632451	12632682	.	+	.	AT3G06165	long_noncoding_rna
3	Araport11	gene	1867415	1869963	.	+	.	AT3G06170	protein_coding
3	Araport11	gene	1871558	1874044	.	+	.	AT3G06180	protein_coding
3	Araport11	gene	12642864	12643135	.	+	.	AT3G06185	long_noncoding_rna
3	Araport11	gene	1874169	1876946	.	-	.	AT3G06190	protein_coding
3	Araport11	gene	1877514	1879379	.	+	.	AT3G06200	protein_coding
3	Araport11	gene	12881047	12881493	.	-	.	AT3G06205	long_noncoding_rna
3	Araport11	gene	1879985	1883491	.	+	.	AT3G06210	protein_coding
3	Araport11	gene	12904265	12904617	.	-	.	AT3G06215	long_noncoding_rna
3	Araport11	gene	1883348	1884970	.	-	.	AT3G06220	protein_coding
3	Araport11	gene	12969203	12969508	.	-	.	AT3G06225	long_noncoding_rna
3	Araport11	gene	1885496	1886377	.	+	.	AT3G06230	protein_coding
3	Araport11	gene	12969234	12969684	.	+	.	AT3G06235	long_noncoding_rna
3	Araport11	gene	1887043	1888807	.	+	.	AT3G06240	protein_coding
3	Araport11	gene	12970808	12971017	.	+	.	AT3G06245	long_noncoding_rna
3	Araport11	gene	1888834	1892830	.	-	.	AT3G06250	protein_coding
3	Araport11	gene	13043532	13043809	.	+	.	AT3G06255	long_noncoding_rna
3	Araport11	gene	1892964	1895091	.	-	.	AT3G06260	protein_coding
3	Araport11	gene	13068638	13069046	.	+	.	AT3G06265	long_noncoding_rna
3	Araport11	gene	1895858	1898061	.	+	.	AT3G06270	protein_coding
3	Araport11	gene	13068779	13069046	.	-	.	AT3G06275	long_noncoding_rna
3	Araport11	gene	1898155	1898751	.	-	.	AT3G06280	protein_coding
3	Araport11	gene	13313727	13313982	.	-	.	AT3G06285	long_noncoding_rna
3	Araport11	gene	1898877	1907448	.	-	.	AT3G06290	protein_coding
3	Araport11	gene	13482488	13482753	.	+	.	AT3G06295	long_noncoding_rna
3	Araport11	gene	1907582	1910063	.	+	.	AT3G06300	protein_coding
3	Araport11	gene	1912805	1914442	.	-	.	AT3G06310	protein_coding
3	Araport11	gene	13898251	13898637	.	-	.	AT3G06315	long_noncoding_rna
3	Araport11	gene	1914506	1915375	.	+	.	AT3G06320	protein_coding
3	Araport11	gene	14196558	14196865	.	+	.	AT3G06325	antisense_long_noncoding_rna
3	Araport11	gene	1917131	1919984	.	+	.	AT3G06330	protein_coding
3	Araport11	gene	1920033	1920104	72	-	.	AT3G06335	pre_trna
3	Araport11	gene	1920137	1923738	.	-	.	AT3G06340	protein_coding
3	Araport11	gene	1924270	1927850	.	-	.	AT3G06350	protein_coding
3	Araport11	gene	14199575	14200076	.	+	.	AT3G06355	long_noncoding_rna
3	Araport11	gene	1928868	1929684	.	+	.	AT3G06360	protein_coding
3	Araport11	gene	1929946	1934073	.	-	.	AT3G06370	protein_coding
3	Araport11	gene	14329592	14329842	.	+	.	AT3G06375	long_noncoding_rna
3	Araport11	gene	1936050	1938257	.	+	.	AT3G06380	protein_coding
3	Araport11	gene	14539507	14539777	.	+	.	AT3G06385	long_noncoding_rna
3	Araport11	gene	1938335	1939853	.	-	.	AT3G06390	protein_coding
3	Araport11	gene	14656219	14656528	.	-	.	AT3G06395	long_noncoding_rna
3	Araport11	gene	1940907	1946980	.	+	.	AT3G06400	protein_coding
3	Araport11	gene	14670455	14670951	.	-	.	AT3G06405	long_noncoding_rna
3	Araport11	gene	1947012	1949916	.	-	.	AT3G06410	protein_coding
3	Araport11	gene	14670574	14670951	.	+	.	AT3G06415	long_noncoding_rna
3	Araport11	gene	1954990	1956397	.	-	.	AT3G06420	protein_coding
3	Araport11	gene	14723982	14724237	.	-	.	AT3G06425	long_noncoding_rna
3	Araport11	gene	1956409	1958304	.	-	.	AT3G06430	protein_coding
3	Araport11	gene	1958901	1962344	.	+	.	AT3G06433	pseudogene
3	Araport11	gene	1968288	1970946	.	-	.	AT3G06435	protein_coding
3	Araport11	gene	1970340	1970996	.	+	.	AT3G06436	protein_coding
3	Araport11	gene	1970997	1972455	.	-	.	AT3G06437	pseudogene
3	Araport11	gene	1972622	1975760	.	-	.	AT3G06440	protein_coding
3	Araport11	gene	1975915	1980110	.	-	.	AT3G06450	protein_coding
3	Araport11	gene	1980542	1982162	.	+	.	AT3G06455	protein_coding
3	Araport11	gene	1982659	1983767	.	+	.	AT3G06460	protein_coding
3	Araport11	gene	14791174	14791781	.	+	.	AT3G06465	long_noncoding_rna
3	Araport11	gene	1983731	1985330	.	+	.	AT3G06470	protein_coding
3	Araport11	gene	14891548	14891986	.	+	.	AT3G06475	long_noncoding_rna
3	Araport11	gene	1985338	1990245	.	-	.	AT3G06480	protein_coding
3	Araport11	gene	1990349	1992864	.	-	.	AT3G06483	protein_coding
3	Araport11	gene	14953437	14953779	.	-	.	AT3G06485	long_noncoding_rna
3	Araport11	gene	2003393	2006727	.	+	.	AT3G06490	protein_coding
3	Araport11	gene	15078987	15079636	.	+	.	AT3G06495	long_noncoding_rna
3	Araport11	gene	2011993	2015831	.	+	.	AT3G06500	protein_coding
3	Araport11	gene	2016246	2020103	.	+	.	AT3G06510	protein_coding
3	Araport11	gene	15080305	15080687	.	-	.	AT3G06515	long_noncoding_rna
3	Araport11	gene	2019849	2022102	.	+	.	AT3G06520	protein_coding
3	Araport11	gene	15080447	15080656	.	+	.	AT3G06525	long_noncoding_rna
3	Araport11	gene	2022433	2033912	.	+	.	AT3G06530	protein_coding
3	Araport11	gene	15170198	15170555	.	+	.	AT3G06535	long_noncoding_rna
3	Araport11	gene	2034913	2037791	.	-	.	AT3G06540	protein_coding
3	Araport11	gene	2038312	2038977	.	+	.	AT3G06545	protein_coding
3	Araport11	gene	2038978	2043169	.	-	.	AT3G06550	protein_coding
3	Araport11	gene	15170449	15170666	.	-	.	AT3G06555	long_noncoding_rna
3	Araport11	gene	2044352	2047209	.	+	.	AT3G06560	protein_coding
3	Araport11	gene	15228062	15228682	.	+	.	AT3G06565	long_noncoding_rna
3	Araport11	gene	2047219	2048553	.	-	.	AT3G06570	protein_coding
3	Araport11	gene	15232194	15232689	.	+	.	AT3G06575	long_noncoding_rna
3	Araport11	gene	2048900	2052147	.	-	.	AT3G06580	protein_coding
3	Araport11	gene	15291751	15292340	.	-	.	AT3G06585	long_noncoding_rna
3	Araport11	gene	2052693	2055666	.	-	.	AT3G06590	protein_coding
3	Araport11	gene	2055623	2060585	.	-	.	AT3G06600	protein_coding
3	Araport11	gene	15338216	15338655	.	-	.	AT3G06605	long_noncoding_rna
3	Araport11	gene	2060615	2062153	.	+	.	AT3G06610	protein_coding
3	Araport11	gene	15357217	15357805	.	+	.	AT3G06615	long_noncoding_rna
3	Araport11	gene	2062131	2067417	.	-	.	AT3G06620	protein_coding
3	Araport11	gene	15366310	15366768	.	+	.	AT3G06625	long_noncoding_rna
3	Araport11	gene	2069369	2074087	.	-	.	AT3G06630	protein_coding
3	Araport11	gene	15410702	15411245	.	+	.	AT3G06635	long_noncoding_rna
3	Araport11	gene	2074185	2078613	.	-	.	AT3G06640	protein_coding
3	Araport11	gene	15570847	15571126	.	-	.	AT3G06645	long_noncoding_rna
3	Araport11	gene	2079033	2083472	.	-	.	AT3G06650	protein_coding
3	Araport11	gene	15612537	15612836	.	-	.	AT3G06655	long_noncoding_rna
3	Araport11	gene	2102316	2104908	.	+	.	AT3G06660	protein_coding
3	Araport11	gene	2104956	2105027	72	-	.	AT3G06665	pre_trna
3	Araport11	gene	2105399	2113698	.	-	.	AT3G06670	protein_coding
3	Araport11	gene	15680338	15680823	.	+	.	AT3G06675	long_noncoding_rna
3	Araport11	gene	2114151	2114948	.	-	.	AT3G06680	protein_coding
3	Araport11	gene	15701084	15701493	.	-	.	AT3G06685	long_noncoding_rna
3	Araport11	gene	2115426	2116825	.	-	.	AT3G06690	protein_coding
3	Araport11	gene	15750222	15750588	.	+	.	AT3G06695	long_noncoding_rna
3	Araport11	gene	2117127	2118074	.	-	.	AT3G06700	protein_coding
3	Araport11	gene	2118169	2120181	.	+	.	AT3G06710	protein_coding
3	Araport11	gene	15829492	15829741	.	+	.	AT3G06715	long_noncoding_rna
3	Araport11	gene	2120324	2124166	.	+	.	AT3G06720	protein_coding
3	Araport11	gene	15837740	15837951	.	+	.	AT3G06725	long_noncoding_rna
3	Araport11	gene	2124155	2126156	.	+	.	AT3G06730	protein_coding
3	Araport11	gene	15846761	15847073	.	+	.	AT3G06735	long_noncoding_rna
3	Araport11	gene	2126312	2127467	.	+	.	AT3G06740	protein_coding
3	Araport11	gene	15871926	15872128	.	-	.	AT3G06745	long_noncoding_rna
3	Araport11	gene	2129551	2130451	.	-	.	AT3G06750	protein_coding
3	Araport11	gene	15971855	15972088	.	-	.	AT3G06755	long_noncoding_rna
3	Araport11	gene	2132758	2134665	.	+	.	AT3G06760	protein_coding
3	Araport11	gene	15980269	15980549	.	-	.	AT3G06765	long_noncoding_rna
3	Araport11	gene	2134773	2137641	.	-	.	AT3G06770	protein_coding
3	Araport11	gene	16020999	16021348	.	-	.	AT3G06775	long_noncoding_rna
3	Araport11	gene	2140026	2141547	.	-	.	AT3G06778	protein_coding
3	Araport11	gene	2143488	2144521	.	+	.	AT3G06780	protein_coding
3	Araport11	gene	16029165	16029586	.	+	.	AT3G06785	long_noncoding_rna
3	Araport11	gene	2144384	2145807	.	-	.	AT3G06790	protein_coding
3	Araport11	gene	16038263	16038510	.	-	.	AT3G06795	long_noncoding_rna
3	Araport11	gene	16050125	16050369	.	-	.	AT3G06805	long_noncoding_rna
3	Araport11	gene	2146243	2150851	.	+	.	AT3G06810	protein_coding
3	Araport11	gene	16057005	16057287	.	-	.	AT3G06815	long_noncoding_rna
3	Araport11	gene	2150823	2156073	.	-	.	AT3G06820	protein_coding
3	Araport11	gene	2153864	2156299	.	+	.	AT3G06830	protein_coding
3	Araport11	gene	16071671	16072151	.	-	.	AT3G06835	long_noncoding_rna
3	Araport11	gene	2156736	2157916	.	+	.	AT3G06840	protein_coding
3	Araport11	gene	16123414	16123623	.	-	.	AT3G06845	long_noncoding_rna
3	Araport11	gene	2157908	2160669	.	-	.	AT3G06850	protein_coding
3	Araport11	gene	16128294	16128724	.	-	.	AT3G06855	long_noncoding_rna
3	Araport11	gene	2161735	2166357	.	+	.	AT3G06860	protein_coding
3	Araport11	gene	2167730	2169222	.	+	.	AT3G06868	protein_coding
3	Araport11	gene	2167847	2168960	.	-	.	AT3G06870	protein_coding
3	Araport11	gene	2169768	2175771	.	-	.	AT3G06880	protein_coding
3	Araport11	gene	2176788	2177616	.	+	.	AT3G06890	protein_coding
3	Araport11	gene	2178129	2178291	.	+	.	AT3G06895	protein_coding
3	Araport11	gene	2178191	2178343	154	-	.	AT3G06900	small_nuclear_rna
3	Araport11	gene	16304774	16305048	.	+	.	AT3G06905	long_noncoding_rna
3	Araport11	gene	2178630	2181341	.	-	.	AT3G06910	protein_coding
3	Araport11	gene	16306491	16306730	.	+	.	AT3G06915	long_noncoding_rna
3	Araport11	gene	2181346	2185126	.	+	.	AT3G06920	protein_coding
3	Araport11	gene	16309357	16309708	.	-	.	AT3G06925	long_noncoding_rna
3	Araport11	gene	2185129	2189434	.	-	.	AT3G06930	protein_coding
3	Araport11	gene	16360122	16360406	.	+	.	AT3G06935	long_noncoding_rna
3	Araport11	gene	2189479	2192622	.	-	.	AT3G06940	transposable_element_gene
3	Araport11	gene	2192685	2194321	.	+	.	AT3G06950	protein_coding
3	Araport11	gene	16498192	16498394	.	-	.	AT3G06955	long_noncoding_rna
3	Araport11	gene	2194208	2196581	.	-	.	AT3G06960	protein_coding
3	Araport11	gene	2197123	2197332	.	+	.	AT3G06962	other_rna
3	Araport11	gene	2199632	2201150	.	-	.	AT3G06970	protein_coding
3	Araport11	gene	16518067	16518459	.	+	.	AT3G06975	long_noncoding_rna
3	Araport11	gene	2201432	2205171	.	+	.	AT3G06980	protein_coding
3	Araport11	gene	2205377	2205800	.	+	.	AT3G06985	protein_coding
3	Araport11	gene	2206387	2208058	.	+	.	AT3G06990	protein_coding
3	Araport11	gene	2208722	2208877	.	+	.	AT3G06995	pseudogene
3	Araport11	gene	2209405	2211515	.	+	.	AT3G07000	protein_coding
3	Araport11	gene	2212063	2212742	.	+	.	AT3G07005	protein_coding
3	Araport11	gene	2212289	2216483	.	-	.	AT3G07010	protein_coding
3	Araport11	gene	2217622	2221956	.	-	.	AT3G07020	protein_coding
3	Araport11	gene	2222246	2222318	73	+	.	AT3G07025	pre_trna
3	Araport11	gene	2222526	2225522	.	-	.	AT3G07030	protein_coding
3	Araport11	gene	2225855	2229555	.	-	.	AT3G07040	protein_coding
